"Gene","ModuleColor","kME_turquoise","p.kME_turquoise","GS_Activation_Status.Activated","PValue"
"NISCH","turquoise",-0.975906906263102,1.18572669891279e-10,-0.924400901153375,3.09338064945109e-07
"IDS","turquoise",-0.880565341817315,6.7409884021893e-06,-0.947309797896184,2.62865159235218e-08
"HIVEP2","turquoise",-0.920603810966074,4.31466434487646e-07,-0.981178368619978,2.13500733497594e-11
"LYPLA2","turquoise",0.864393715766898,1.56798965113344e-05,0.951079398823592,1.57925923838016e-08
"MBTD1","turquoise",-0.972014624753685,3.34788316407811e-10,-0.858318598449265,2.09528205818929e-05
"UTP18","turquoise",0.809798659236806,0.000143652110767087,0.644180039841977,0.00707418491872455
"PIK3C2A","turquoise",-0.932333109228996,1.45465847223276e-07,-0.943012622302627,4.49847698368294e-08
"PPP5C","turquoise",0.985145949586517,4.11402354073554e-12,0.931266831796206,1.61823745581816e-07
"ZBTB32","turquoise",0.951057355950036,1.58415360315473e-08,0.840855741305548,4.50204139990406e-05
"LDAF1","turquoise",0.862977281068962,1.67967306588529e-05,0.774359745958885,0.000429229525259243
"BRCA1","turquoise",0.964329113671385,1.79297572539658e-09,0.971575076728075,3.72941415387087e-10
"ELOVL5","turquoise",0.941341617150661,5.48245570244247e-08,0.947523581410173,2.55636148809364e-08
"KDM5D","turquoise",-0.955203254495847,8.62040487313139e-09,-0.875315757033662,8.97842587068109e-06
"MAP4K5","turquoise",-0.907354326571764,1.22597402954703e-06,-0.789182673214263,0.000278368918639115
"SLC25A39","turquoise",0.924918083752125,2.95238127628338e-07,0.764972015886432,0.000555688081823872
"RWDD2A","turquoise",-0.728624268530525,0.00136750997339309,-0.745282950241077,0.000921594004530734
"TACC3","turquoise",0.962701840451764,2.43953010404635e-09,0.878304438757106,7.63881646210918e-06
"POLA2","turquoise",0.957688274504653,5.81983961628826e-09,0.831695700261972,6.49182596189007e-05
"MDH1","turquoise",0.989395614818203,3.93206459651866e-13,0.903705526310994,1.59071171674654e-06
"COX15","turquoise",0.939530179615316,6.75024617584027e-08,0.930075954339773,1.81914397185974e-07
"ATP2C1","turquoise",0.885513000455873,5.08184633475105e-06,0.978925381493788,4.68303431795049e-11
"SLC38A5","turquoise",0.919799543985844,4.6199799432215e-07,0.987200884349121,1.4587069206911e-12
"PRDM11","turquoise",-0.985517597763529,3.44875989421926e-12,-0.922763556852177,3.57805710838773e-07
"ADGRA2","turquoise",-0.735160724582751,0.00117529483476111,-0.687906702323357,0.00322444817880939
"ZFP64","turquoise",0.944527910850384,3.74027739962218e-08,0.843937394582233,3.96016741228641e-05
"RTF2","turquoise",0.961373816402815,3.105485681714e-09,0.950542182935776,1.7022790420582e-08
"ZNF839","turquoise",-0.810858354650348,0.00013855873146315,-0.657461751162908,0.00564390755198568
"GRAMD1B","turquoise",0.977567426186217,7.22439125393941e-11,0.933969322519803,1.23101827200742e-07
"SNAPC1","turquoise",0.891246680183123,3.60303222169166e-06,0.752834376370656,0.000763149866730812
"DERA","turquoise",0.985198814156274,4.01318081914833e-12,0.936139202745857,9.79996429045152e-08
"GCLM","turquoise",0.936460723175481,9.46795469590709e-08,0.895979324028796,2.67327425871349e-06
"RRAGD","turquoise",0.95269010618496,1.25472102704371e-08,0.971870361009529,3.46924619217232e-10
"FAS","turquoise",0.98774106748084,1.08017923373817e-12,0.960178413055237,3.83179490723551e-09
"RNASET2","turquoise",-0.893733559905026,3.08536115505504e-06,-0.887115440134169,4.62470466996978e-06
"BTN3A1","turquoise",-0.965584084103447,1.40005006595848e-09,-0.886073243232472,4.91787773053971e-06
"B4GALT7","turquoise",-0.946708497206825,2.84138017501285e-08,-0.811413415664095,0.000135951362056087
"VRK2","turquoise",0.894058807245277,3.02255581011493e-06,0.907550648670869,1.20855044124385e-06
"SLC39A9","turquoise",0.966289053011759,1.21349992042038e-09,0.835932789126148,5.49574019842282e-05
"HMGB3","turquoise",0.870171552618161,1.17470644797767e-05,0.941571646406986,5.33701745652907e-08
"NUP160","turquoise",0.956593677986958,6.93884273051725e-09,0.866267079337658,1.42991406071148e-05
