Analysis,Module,Type,Ontology,Gene_Scope,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Source_File,category,subcategory
cd4_naive,turquoise,GO,BP,HubGenes,GO:0009142,nucleoside triphosphate biosynthetic process,56/3434,123/13190,0.455284552845528,1.74874876296812,4.94960921738885,2.2014702218974e-6,1.3448536977768e-4,1.2675833803977e-4,ATP5MK/ATP5PO/NDUFB6/NDUFA13/NDUFB7/PARP1/SDHC/DTYMK/NDUFAB1/NDUFB3/ATP5PF/NDUFS4/ATP5ME/NDUFB5/ATP5F1C/ATP5MF/NDUFA1/SDHD/ALDOA/ATP5MC1/ATP5F1D/NDUFA8/AK3/ATP5PB/CAD/UCK2/NDUFS8/NDUFB11/NDUFA11/NDUFA12/SDHB/NDUFB2/NDUFA2/TYMS/MT-ND4/ENO1/NUDT2/NDUFS7/DNAJC30/MAP2K1/NDUFS2/ADK/PRKAG2/LETMD1/IMPDH2/ATP5MG/TMSB4X/STAT3/PRKN/ATP5F1E/NME4/AK4/VPS9D1/IMPDH1/NDUFA3/CMPK2,56,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0009260,ribonucleotide biosynthetic process,68/3434,158/13190,0.430379746835443,1.65308935956887,4.89965836838011,2.33818360290509e-6,1.4126740053595e-4,1.3315069840487e-4,ATP5MK/ATIC/ATP5PO/NDUFB6/NDUFA13/NDUFB7/MTHFD1/PARP1/HPRT1/SDHC/NDUFAB1/PAICS/NDUFB3/GART/ATP5PF/NDUFS4/ATP5ME/NDUFB5/ATP5F1C/PPAT/ATP5MF/NDUFA1/SDHD/AK2/ALDOA/ADSL/ATP5MC1/ATP5F1D/NDUFA8/AK3/ATP5PB/CAD/UCK2/PAPSS1/NDUFS8/NDUFB11/NDUFA11/NDUFA12/SDHB/NDUFB2/NDUFA2/ADSS2/MT-ND4/ENO1/APRT/NUDT2/NDUFS7/DNAJC30/MAP2K1/NDUFS2/ADK/PRKAG2/LETMD1/IMPDH2/ATP5MG/NTSR1/TMSB4X/STAT3/PRKN/ATP5F1E/NME4/AK5/AK4/VPS9D1/IMPDH1/ADCY9/NDUFA3/DHODH,68,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0006164,purine nucleotide biosynthetic process,74/3434,176/13190,0.420454545454545,1.6149666437232,4.87273368861235,2.46634150907778e-6,1.4739071322727e-4,1.3892218820583e-4,ATP5MK/PRPS2/ATIC/ATP5PO/NDUFB6/NDUFA13/NDUFB7/MTHFD1/PARP1/HPRT1/SDHC/NDUFAB1/PAICS/NDUFB3/GART/ATP5PF/NDUFS4/ATP5ME/NDUFB5/ATP5F1C/PPAT/ATP5MF/NDUFA1/SDHD/AK2/ALDOA/DGUOK/ADSL/ATP5MC1/ATP5F1D/NDUFA8/AK3/ATP5PB/PAPSS1/NDUFS8/NDUFB11/NDUFA11/IDH2/NDUFA12/SDHB/NDUFB2/NDUFA2/ADSS2/MT-ND4/ENO1/APRT/NUDT2/NDUFS7/DNAJC30/MAP2K1/NDUFS2/ADK/PRKAG2/PARP16/PRPS1/LETMD1/ASPDH/IMPDH2/ATP5MG/NADK2/AFMID/NTSR1/TMSB4X/STAT3/PRKN/ATP5F1E/NME4/AK5/AK4/VPS9D1/IMPDH1/ADCY9/NDUFA3/NAXD,74,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0000086,G2/M transition of mitotic cell cycle,60/3434,135/13190,0.444444444444444,1.70711188765935,4.89933085194327,2.57998379816044e-6,1.5252420346544e-4,1.4376072708934e-4,KHDRBS1/BABAM1/CDK2/RCC2/RRM1/CALM3/CALM2/CDK4/DONSON/CHEK2/AURKA/BLM/RAD21/NABP2/ORC1/CDC7/CDC25A/CDC25C/DTL/CDC20/CHEK1/USP22/CCNA2/AURKB/RBBP8/CDK1/DBF4B/CCNB1/CDC6/TOPBP1/BIRC5/RAB11A/MELK/TICRR/LCMT1/FOXM1/PKMYT1/CLSPN/MRNIP/ATM/MBTPS1/CENPF/MIIP/STK35/WEE1/KIF14/BARD1/WNT10B/ARPP19/INTS3/CTC1/PINX1/BRD4/RAD51B/RINT1/NAE1/CDC14B/RAD17/TAOK3/PDIK1L,60,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0034728,nucleosome organization,55/3434,121/13190,0.454545454545455,1.74590988510616,4.89021611571923,2.87584440056355e-6,1.682063033436e-4,1.5854179153386e-4,ATAD2/SSRP1/RBBP4/DNAJC9/MCM2/ANP32B/SUPT16H/H2BC11/H3C13/H4C12/HAT1/H4C6/H2AX/H4C9/CHAF1B/H4C3/HMGB2/SMARCD2/H3C8/H2BC6/H4C4/H4C2/H3C14/H4C11/H2BC10/H3C3/H3C10/H2BC21/H2BC14/H3C2/H2BC17/H2BC9/H2BC13/H3C11/H3C7/CHAF1A/NPM1/H1-5/ASF1B/H2BC3/SART3/H2AC25/H3C12/H2BC7/SMARCD1/H1-2/SMARCA5/NAP1L1/H3C4/H4C1/H2BC15/H1-6/H1-3/GRWD1/H4C5,55,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0071897,DNA biosynthetic process,65/3434,150/13190,0.433333333333333,1.66443409046787,4.85544371938228,2.92371443493137e-6,1.6920612592897e-4,1.5948416801293e-4,CCT6A/CCT5/POLD3/CCT8/CCT3/XRCC5/NHP2/POLD1/MAD2L2/RRM1/RFC3/RFC4/PTGES3/CCT7/POLA1/PHB1/PCNA/CHTF18/CCT4/TK1/NOP10/DTL/DSCC1/RFC5/CCNA2/TCP1/CDK1/HROB/POLD2/POLE2/NAT10/WRAP53/TFDP1/GAR1/DCP2/TYMS/POLQ/PCLAF/POLE/SMG5/ACD/LIG1/POT1/WRN/PIF1/ATM/HNRNPC/CENPF/PRIMPOL/DKC1/CTC1/PINX1/TNF/FGF2/POLG/JADE2/TNKS2/REV3L/TEP1/ZBTB1/HSP90AB3P/SMG6/RCHY1/SPHK1/TERF2,65,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:1901976,regulation of cell cycle checkpoint,27/3434,47/13190,0.574468085106383,2.20653291862353,4.91599049241857,4.94304950648033e-6,2.8309256444405e-4,2.6682711316231e-4,MAD2L1/TPR/RFWD3/CHEK2/WDR76/SKA1/AURKB/NDC80/INCENP/RAD51/XRCC3/CCNB1/TTI1/BRCA2/ZWINT/CDCA8/BIRC5/ANAPC15/CDK5RAP2/LCMT1/SKA3/KNL1/BARD1/CCAR2/BRD4/MAD2L1BP/GEN1,27,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0044839,cell cycle G2/M phase transition,65/3434,152/13190,0.427631578947368,1.64253364190908,4.7269647187868,5.02419362180222e-6,2.8477336631617e-4,2.6841134237799e-4,KHDRBS1/BABAM1/CDK2/RCC2/RRM1/CALM3/CALM2/CDK4/DONSON/CHEK2/AURKA/BLM/RAD21/NABP2/ORC1/ATAD5/CDC7/CDC25A/CDC25C/DTL/CDC20/CHEK1/USP22/CCNA2/AURKB/RBBP8/NDC80/CDK1/DBF4B/CCNB1/CDC6/TOPBP1/BIRC5/CCNB2/RAB11A/MELK/TICRR/LCMT1/FOXM1/PKMYT1/CLSPN/MRNIP/ATM/MBTPS1/CENPF/NPM1/MIIP/STK35/WEE1/KIF14/BARD1/WNT10B/ARPP19/INTS3/CTC1/PINX1/BRD4/RAD51B/RINT1/NAE1/CDC14B/RAD17/CDK10/TAOK3/PDIK1L,65,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0010389,regulation of G2/M transition of mitotic cell cycle,48/3434,103/13190,0.466019417475728,1.78998139676903,4.77513450378952,5.18636433171026e-6,2.9096562342594e-4,2.7424781530622e-4,BABAM1/CDK2/RCC2/RRM1/CDK4/DONSON/AURKA/BLM/RAD21/NABP2/ORC1/CDC7/CDC25A/CDC25C/DTL/CHEK1/AURKB/RBBP8/CDK1/DBF4B/CCNB1/CDC6/TOPBP1/RAB11A/TICRR/PKMYT1/CLSPN/MRNIP/ATM/MBTPS1/CENPF/MIIP/STK35/WEE1/KIF14/BARD1/WNT10B/INTS3/CTC1/PINX1/BRD4/RAD51B/RINT1/NAE1/CDC14B/RAD17/TAOK3/PDIK1L,48,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0045930,negative regulation of mitotic cell cycle,85/3434,213/13190,0.39906103286385,1.53279412448287,4.65084922064667,5.7796101733804e-6,3.209726942752e-4,3.0253079089369e-4,MAD2L1/BABAM1/CDK2/MAD2L2/TPR/DONSON/RFWD3/CHEK2/BLM/SCRIB/KNTC1/RAD21/NABP2/ORC1/SKA1/FANCD2/DTL/CDC20/CTDSPL/CHEK1/AURKB/RBBP8/TTK/TIPIN/NDC80/INCENP/ZWILCH/CDK1/NUF2/XRCC3/CCNB1/SPC24/EZH2/CDC6/ZWINT/CDCA8/BUB1/BUB1B/TRIP13/TOPBP1/BIRC5/ANAPC15/CDK5RAP2/TICRR/LCMT1/PKMYT1/HASPIN/SPC25/CLSPN/MTBP/MDC1/MRNIP/ATM/MBTPS1/SKA3/TOM1L2/CENPF/SLFN11/ZNF655/MIIP/KNL1/STK35/WEE1/BARD1/INTS3/DGKZ/BTN2A2/E2F7/PINX1/EME2/TNF/ZFP36L2/RINT1/NAE1/CDC14B/MAD2L1BP/RAD17/BCL6/KLHL22/GEN1/RB1/TAOK3/PDIK1L/ACVR1/SETMAR,85,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0009123,nucleoside monophosphate metabolic process,36/3434,71/13190,0.507042253521127,1.94755018169588,4.74953630004382,7.33552151064682e-6,4.0330697265536e-4,3.801344462833e-4,PRPS2/ATIC/HPRT1/PAICS/DUT/GART/PPAT/AK2/TK1/DGUOK/ADSL/AK3/CAD/UCK2/ADSS2/TYMS/APRT/NT5DC4/NUDT2/HDDC2/AK6/ADK/PNP/PRPS1/IMPDH2/NT5M/UPB1/ENTPD8/AK7/CASK/AK5/AK4/IMPDH1/GMPR2/DHODH/CMPK2,36,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0032543,mitochondrial translation,57/3434,130/13190,0.438461538461538,1.68413153532548,4.65060957332999,7.56167535385497e-6,4.1162466431182e-4,3.8797423415349e-4,SHMT2/AURKAIP1/MRPS35/MRPL37/MRPS16/TACO1/MRPS18A/MRPS15/MRPL33/MRPL40/MRPL28/MRPL13/IARS2/DARS2/MRPL3/MRPS2/MRPL48/MRPL22/MRPL58/MRPL51/MRPL36/MRPL39/MRPL18/MRPS10/MRPL15/GADD45GIP1/TUFM/MRPS9/MRPS17/GFM2/MRPL52/TARS2/DAP3/MRPL45/MRPL30/MRPL14/GFM1/MRPS26/MRPL19/MTIF2/LRPPRC/MRPL24/MRPL57/MRPL2/EARS2/QRSL1/RARS2/UQCC2/MALSU1/RPUSD4/MRPS18B/YARS2/MRPL32/MRPS14/PTCD3/ALKBH1/MRPL49,57,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0007051,spindle organization,80/3434,199/13190,0.402010050251256,1.54412130542052,4.58850449894508,7.77973712968989e-6,4.1934308567681e-4,3.9524918358579e-4,SMC1A/TUBG1/CKAP5/MZT1/CENPH/RCC1/SPAG5/TPR/CHEK2/AURKA/PTPA/DCAF13/TACC3/SMC3/KPNB1/CHMP5/NEK2/SKA1/HAUS1/HAUS5/POC1A/CDC20/AUNIP/DCTN2/AURKB/TTK/NDC80/INCENP/TUBGCP3/KIFC1/KIF3B/NUF2/PRC1/CCNB1/STIL/SKA2/TUBGCP4/PPP2R1B/RHOA/RANGRF/CDCA8/RACGAP1/DLGAP5/TPX2/BIRC5/CCNB2/RAB11A/KIF23/BCCIP/SPC25/BORA/AAAS/WDR62/HAUS6/RNF4/MYBL2/KIF4A/KIF15/MAP4/SKA3/CENPE/INTS13/PSRC1/ESPL1/KIF11/EFHC1/CHMP4B/STAG2/CHMP4A/GPSM2/CEP192/ASPM/TUBB1/SUN2/KASH5/RIPOR2/RMDN1/MYH9/RPS3/LIMK2,80,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:1903046,meiotic cell cycle process,72/3434,175/13190,0.411428571428571,1.58029786171894,4.58477568406357,8.4402996250265e-6,4.5053172173199e-4,4.2464583601436e-4,TUBG1/PSMD13/CENPX/NCAPD3/NCAPD2/FIGNL1/MND1/CKS2/AURKA/RAD54L/PTTG1/RAD21/DCAF13/DMC1/MSH5/CDC25A/NDC1/CDC25C/SKA1/FANCD2/RAD54B/CDC20/RAD51AP1/STAG3/ACTR3/ANKLE1/TTK/NDC80/INCENP/RAD51/CENPS/NUF2/SKA2/KIF18A/BRCA2/ZWINT/SGO1/TRIP13/SMC4/CCNB2/NCAPH/PKMYT1/CCNE1/FANCA/ACTR2/TOP2A/FBXO43/ATM/SKA3/LIF/ESPL1/KNL1/STK35/PIWIL2/CALR/BRME1/BRIP1/ASPM/EME2/SPIRE2/RAD51B/PSMA8/P3H4/MARF1/SLC2A8/KASH5/SIRT7/AGO4/WNT4/MYH9/TOP2B/PDIK1L,72,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:2001252,positive regulation of chromosome organization,47/3434,102/13190,0.46078431372549,1.76987335411742,4.63076684364195,9.45794458952705e-6,4.9999787839634e-4,4.7126985034657e-4,CCT6A/RUVBL1/CCT5/CCT8/CCT3/NCAPD3/NCAPD2/CDK2/TPR/PTGES3/CCT7/RAD21/NABP2/CCT4/NEK2/SKA1/ACTL6A/UCHL5/AURKB/SLF1/MAPK3/TCP1/SMC5/CDK1/NCAPG2/WRAP53/BUB1/SMC4/NCAPH/SLX1B/SLX1A/NCAPG/FEN1/ACD/POT1/ATM/SKA3/INO80D/GNL3/DKC1/MCRS1/TNKS2/SIRT6/NSMCE2/MAD2L1BP/PRKCQ/TERF2,47,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0031297,replication fork processing,30/3434,56/13190,0.535714285714286,2.05767950744654,4.70565172741834,1.02618186040582e-5,5.3732836842963e-4,5.0645546854915e-4,PARP1/TONSL/CENPX/DONSON/RFWD3/BLM/MMS22L/TIMELESS/DNA2/PCNA/EXO1/CARM1/RBBP8/TIPIN/RAD51/CDK1/CENPS/TRAIP/BRCA2/NUCKS1/KMT5A/POLQ/WRN/ATM/PRIMPOL/BARD1/ZRANB3/EME2/GEN1/SETMAR,30,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0000723,telomere maintenance,67/3434,162/13190,0.41358024691358,1.58856245101634,4.4717896626437,1.39562924398022e-5,7.2388392296257e-4,6.8229223119311e-4,CCT6A/RUVBL1/RPA3/CCT5/CCT8/PARP1/CCT3/NSMCE1/XRCC5/NHP2/CDK2/MAD2L2/PTGES3/NHEJ1/CCT7/BLM/DNA2/NABP2/PCNA/CCT4/NEK2/NOP10/ACTL6A/EXO1/UCHL5/AURKB/SLF1/MAPK3/TCP1/SMC5/RAD51/XRCC3/NAT10/BRCA2/WRAP53/GAR1/DCP2/SLX1B/SLX1A/CCNE1/FEN1/SMG5/ACD/POT1/WRN/PIF1/ATM/INO80D/HNRNPC/GNL3/PPP1CA/LTO1/DKC1/MCRS1/CTC1/PINX1/EME2/UPF1/TNKS2/SIRT6/NSMCE2/SHLD2/PRKCQ/TEP1/HSP90AB3P/SMG6/TERF2,67,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0009060,aerobic respiration,102/3434,271/13190,0.376383763837638,1.44569069453071,4.39818959407613,1.48198270427535e-5,7.6148980449587e-4,7.1773741791908e-4,FH/SHMT2/MDH1/PARK7/ATP5PO/UQCRH/NDUFB6/NDUFA13/SUCLA2/NDUFB7/SDHC/COX5A/COX8A/NDUFAB1/COX6B1/COX7A2L/NDUFB3/ATP5PF/HK1/SUCLG1/NDUFS4/ATP5ME/NDUFB5/NNT/ATP5F1C/UQCR10/UQCR11/ATP5MF/DLAT/ZBTB20/NDUFA1/SDHD/EIF6/UQCRHL/ALDOA/DGUOK/PKM/ADSL/ATP5F1D/NDUFA8/MTFR2/ATP5PB/GALK1/PFKL/CDK1/MTCH2/CCNB1/SDHAF4/NDUFS8/NDUFB11/RHOA/DHTKD1/NDUFA11/IDH2/NDUFA12/SDHB/PFKM/NDUFB2/TPI1/NDUFA2/MT-ND4/ENO1/KGD4/BCL2L13/GAPDH/LDHA/NDUFS7/GPI/DNAJC30/PDHB/NDUFS2/COX7C/PRKAG2/MLST8/TRIM63/IDE/ATP5MG/MTOR/OGDH/PGK1/MT-CO3/PDHA1/UQCC2/STAT3/IFNG/PGM1/TNF/PFKP/UCN/UCHL1/SIRT6/ATP5F1E/SUCLG2/BCKDK/AK4/PDHX/ALDOC/YAP1/ACO1/EP300/NDUFA3/COX7A1,102,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0010639,negative regulation of organelle organization,120/3434,329/13190,0.364741641337386,1.40097328166573,4.3696454345862,1.53844218544196e-5,7.8318103107036e-4,7.3818234687434e-4,MAD2L1/PARP1/MAD2L2/RAB7A/TPR/SLC25A5/HIGD1A/KNTC1/RAD21/PSMD10/CAPZA2/FLII/SKA1/CDC20/CAPZA1/CHEK1/FKBP4/CENATAC/AURKB/BCL2L1/TTK/NDC80/INCENP/ZWILCH/HUWE1/SMCR8/NUF2/XRCC3/CCNB1/SPC24/TRIM37/NAT10/ZWINT/CDCA8/BUB1/BUB1B/TRIP13/ATXN7/OPA1/TPX2/RDX/BIRC5/ANAPC15/DCP2/ARHGEF18/CDK5RAP2/CCNF/LCMT1/SLX1B/SLX1A/DIAPH3/HASPIN/SPC25/NAA10/PFN1/MTBP/ACAA2/ACD/TMOD3/MPHOSPH9/POT1/MAP4/FBXO43/RHPN2/PIF1/ATM/SKA3/TOM1L2/PARL/HNRNPC/CENPF/LIF/HIP1R/NPM1/ESPL1/CKAP2/NBDY/KNL1/EPS8/MTOR/AKT1/MCRS1/CFL1/GMFB/SMARCA5/CTC1/CORO1B/NUBP1/TMSB4X/PINX1/PRKN/MTPN/PIK3CA/KIF24/SPTBN5/TNKS2/DYRK1A/BAK1/MAD2L1BP/GPX1/LIMA1/MID1/CORO1A/YAP1/CDK10/HDAC6/ARHGEF2/KLHL22/PPFIA1/LIMK2/GEN1/SSH3/PRRT2/BOK/SMG6/GAS2L2/SETMAR/FEZ1/TERF2/CRACD,120,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0051383,kinetochore organization,15/3434,21/13190,0.714285714285714,2.74357267659539,4.74398696284292,1.71475631449831e-5,8.6492937771667e-4,8.1523373599953e-4,CENPX/CENPH/CENPW/KNTC1/NDC80/NUF2/DLGAP5/SMC4/CENPA/RNF4/CENPE/CENPF/TRAPPC12/MIS12/CENPT,15,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0051445,regulation of meiotic cell cycle,28/3434,52/13190,0.538461538461538,2.06823171004883,4.57902160305909,1.77488574203315e-5,8.8712016451802e-4,8.3614952229944e-4,ANAPC11/CDC27/CDC25A/CDC25C/CDC20/RAD51AP1/TTK/ANAPC2/CDC23/ZWINT/TRIP13/ANAPC15/PKMYT1/ANAPC5/CDC26/FBXO43/ANAPC1/LIF/KNL1/STK35/ANAPC13/PIWIL2/CALR/ASPM/PSMA8/WNT4/ANAPC16/PDIK1L,28,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0051984,positive regulation of chromosome segregation,19/3434,30/13190,0.633333333333333,2.43263443991458,4.66056161176211,1.87248124746095e-5,9.2321058265044e-4,8.7016631854418e-4,NCAPD3/NCAPD2/RCC2/RAD18/SKA1/AURKB/SMC5/INCENP/CDK1/CCNB1/CDC6/NCAPG2/CDCA8/SMC4/BIRC5/NCAPH/NCAPG/SKA3/MAD2L1BP,19,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0141198,protein branched polyubiquitination,14/3434,19/13190,0.736842105263158,2.83021181375103,4.73629738917143,1.88067634152146e-5,9.2321058265044e-4,8.7016631854418e-4,ANAPC11/CDC27/HUWE1/ANAPC2/CDC23/ANAPC15/ANAPC5/CDC26/ANAPC1/ANAPC13/UBR4/UBR5/ANAPC16/ITCH,14,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0009145,purine nucleoside triphosphate biosynthetic process,49/3434,110/13190,0.445454545454545,1.71099168740403,4.44249735074075,1.9247656530882e-5,9.3649217351141e-4,8.8268479833751e-4,ATP5MK/ATP5PO/NDUFB6/NDUFA13/NDUFB7/PARP1/SDHC/NDUFAB1/NDUFB3/ATP5PF/NDUFS4/ATP5ME/NDUFB5/ATP5F1C/ATP5MF/NDUFA1/SDHD/ALDOA/ATP5MC1/ATP5F1D/NDUFA8/ATP5PB/NDUFS8/NDUFB11/NDUFA11/NDUFA12/SDHB/NDUFB2/NDUFA2/MT-ND4/ENO1/NUDT2/NDUFS7/DNAJC30/MAP2K1/NDUFS2/ADK/PRKAG2/LETMD1/IMPDH2/ATP5MG/TMSB4X/STAT3/PRKN/ATP5F1E/NME4/VPS9D1/IMPDH1/NDUFA3,49,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:1902969,mitotic DNA replication,13/3434,17/13190,0.764705882352941,2.93723663023742,4.74170979833188,1.96611933002534e-5,9.4822141021748e-4,8.9374011650182e-4,MCM6/MCM2/POLA1/MCM4/MCM3/TK1/CDC45/RAD51/GINS1/CDK1/BRCA2/LIG1/BCL6,13,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:1902749,regulation of cell cycle G2/M phase transition,51/3434,116/13190,0.439655172413793,1.68871628542165,4.42013252353992,2.04229947756346e-5,0.00097639674153424995,9.2029659753271e-4,BABAM1/CDK2/RCC2/RRM1/CDK4/DONSON/AURKA/BLM/RAD21/NABP2/ORC1/ATAD5/CDC7/CDC25A/CDC25C/DTL/CHEK1/AURKB/RBBP8/CDK1/DBF4B/CCNB1/CDC6/TOPBP1/RAB11A/TICRR/PKMYT1/CLSPN/MRNIP/ATM/MBTPS1/CENPF/NPM1/MIIP/STK35/WEE1/KIF14/BARD1/WNT10B/INTS3/CTC1/PINX1/BRD4/RAD51B/RINT1/NAE1/CDC14B/RAD17/CDK10/TAOK3/PDIK1L,51,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0045333,cellular respiration,112/3434,305/13190,0.367213114754098,1.41046621537756,4.30284110712976,2.0818317867829e-5,9.867164796321e-4,9.3002340166353e-4,FH/SHMT2/MDH1/PARK7/ATP5PO/UQCRH/NDUFB6/NDUFA13/SUCLA2/NDUFB7/SDHC/COX5A/COX8A/NDUFAB1/COX6B1/COX7A2L/NDUFB3/ATP5PF/HK1/SUCLG1/NDUFS4/ATP5ME/NDUFB5/NNT/ATP5F1C/OPN3/UQCR10/UQCR11/ATP5MF/DLAT/ZBTB20/NDUFA1/SDHD/EIF6/CHCHD5/UQCRHL/ALDOA/DGUOK/PKM/ADSL/ATP5F1D/NDUFA8/MTFR2/ATP5PB/GALK1/MTLN/PFKL/CDK1/MTCH2/CCNB1/SDHAF4/NDUFS8/NDUFB11/RHOA/DHTKD1/NDUFA11/IDH2/NDUFA12/SDHB/PFKM/NDUFB2/TPI1/NDUFA2/MT-ND4/ENO1/KGD4/BCL2L13/GAPDH/LDHA/NDUFS7/PNPT1/GPI/DNAJC30/PDHB/NDUFS2/COX7C/PRKAG2/MLST8/MYBBP1A/TRIM63/IDE/ATP5MG/OAS1/MTOR/OGDH/PGK1/MT-CO3/TRAP1/PDHA1/UQCC2/STAT3/IFNLR1/IFNG/PGM1/TNF/PIK3CA/PFKP/IL10RB/UCN/UCHL1/SIRT6/ATP5F1E/SUCLG2/BCKDK/AK4/PDHX/ALDOC/YAP1/ACO1/EP300/NDUFA3/COX7A1,112,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
cd4_naive,turquoise,GO,BP,HubGenes,GO:0008608,attachment of spindle microtubules to kinetochore,29/3434,55/13190,0.527272727272727,2.02525546672314,4.52031378951644,2.14822691448881e-5,0.00100948304067175,9.5148188034443e-4,RCC2/SPAG5/KNTC1/CDT1/NEK2/SKA1/AURKB/KIF2C/NDC80/INCENP/ZWILCH/CDK1/NUF2/CCNB1/SPC24/SKA2/CDCA8/RACGAP1/SGO1/BIRC5/ECT2/DSN1/SPC25/SKA3/CENPE/KNL1/RMDN1/MIS12/RB1,29,cd4_naive_turquoise_GO_BP_HubGenes.csv,NA,NA
